,0
0,0.625
1,0.5
2,0.5
3,0.5
4,0.5666666626930237
5,0.550000011920929
6,0.5208333134651184
7,0.5625
8,0.6666666865348816
9,0.625
10,0.5833333134651184
11,0.5
12,0.5
13,0.4285714328289032
14,0.5
15,0.6666666865348816
16,0.5
17,0.6000000238418579
18,0.5
19,0.5
20,0.5
21,0.5
22,0.550000011920929
23,0.0416666679084301
24,0.7727272510528564
25,0.7777777910232544
26,0.6666666865348816
27,0.5
28,0.5909091234207153
29,0.7142857313156128
30,0.5
31,0.6309523582458496
32,0.2083333432674408
33,0.7083333730697632
34,0.5
35,0.22727271914482117
36,0.25
37,0.5666667222976685
38,0.625
39,0.48750001192092896
40,0.27272725105285645
41,0.5681817531585693
42,0.19230768084526062
43,0.375
44,0.4375
45,0.5
46,0.2916666865348816
47,0.3472222089767456
48,0.30000001192092896
49,0.5714285373687744
50,0.464285671710968
51,0.6555556058883667
52,0.6222222447395325
53,0.25
54,0.550000011920929
55,0.4166666567325592
56,0.24285714328289032
57,0.699999988079071
58,0.6499999761581421
59,0.6111111044883728
60,0.6666666865348816
61,0.5714285373687744
62,0.5428571701049805
63,0.5625
64,0.5666667222976685
65,0.6666666865348816
66,0.5
67,0.0
68,0.0
69,0.3888888955116272
70,0.5416666865348816
71,0.3888888955116272
72,0.4166666567325592
73,0.45454543828964233
74,0.5
75,0.5
76,0.5
77,0.5
78,0.5
79,0.5
80,0.5
81,0.5
82,0.40909090638160706
83,0.2777777910232544
84,0.25
85,0.3611111342906952
86,0.4285714328289032
87,0.575757622718811
88,0.5
89,0.0
90,0.375
91,0.4615384638309479
92,0.5
93,0.964285671710968
94,0.0
95,0.625
96,0.7571429014205933
97,0.4615384638309479
98,0.557692289352417
99,0.40909090638160706
100,0.4642857015132904
101,0.4166666567325592
102,0.5454545617103577
103,0.472222238779068
104,0.3392857015132904
105,0.6904762387275696
106,0.5833333134651184
107,0.375
108,0.5
109,0.40909087657928467
110,0.5833333730697632
111,0.6000000238418579
112,0.3500000238418579
113,0.42307692766189575
114,0.4285714328289032
115,0.375
116,0.3571428656578064
117,0.4375
118,0.5416666865348816
119,0.5
120,0.2875000238418579
121,0.42424243688583374
122,0.6538461446762085
123,0.4791666269302368
124,0.3958333730697632
125,0.0
126,0.6363636255264282
127,0.615384578704834
128,0.5416666269302368
129,0.560606062412262
130,0.44230765104293823
131,0.46666669845581055
132,0.692307710647583
133,0.0
134,0.4166666567325592
135,0.375
136,0.4166666567325592
137,0.4285714328289032
138,0.5555555820465088
139,0.5
140,0.4375
141,0.4166666567325592
142,0.4000000059604645
143,0.375
144,0.4583333730697632
145,0.4444444477558136
146,0.4333333373069763
147,0.625
148,0.45454543828964233
149,0.42307692766189575
150,0.4000000059604645
151,0.42307692766189575
152,0.7575757503509521
153,0.5340908765792847
154,0.6666666865348816
155,0.0
156,0.550000011920929
157,0.569444477558136
158,0.6212121248245239
159,0.45454543828964233
160,0.4615384638309479
161,0.0
162,0.5769230723381042
163,0.4861111044883728
164,0.625
165,0.5384615659713745
166,0.4166666865348816
167,0.3461538553237915
168,0.5
169,0.615384578704834
170,0.5099999904632568
171,0.6000000238418579
172,0.7727272510528564
173,0.6212121248245239
174,0.8181818127632141
175,0.6000000238418579
176,0.375
177,0.5
178,0.6100000143051147
179,0.4399999976158142
180,0.7727272510528564
181,0.550000011920929
182,0.4375
183,0.4375
184,0.45000001788139343
185,0.44999998807907104
186,0.6071428656578064
187,0.2916666865348816
188,0.6666666269302368
189,0.6000000238418579
190,0.42424243688583374
191,0.7000000476837158
192,0.3499999940395355
193,0.5
194,0.30000001192092896
195,0.875
196,0.5
197,0.5454545021057129
198,0.5
199,0.5555555820465088
200,0.5
201,0.5
202,0.5
203,0.5555555820465088
204,0.5555555820465088
205,0.7857142686843872
206,0.8333333730697632
207,0.75
208,1.0
209,0.5982142686843872
210,0.5267857313156128
211,0.3999999761581421
212,0.6875
213,0.7000000476837158
214,0.5444444417953491
215,0.5833333730697632
216,0.6428571343421936
217,0.5999999642372131
218,0.6875
219,0.7142857313156128
220,0.875
221,0.5249999761581421
222,0.8333333134651184
223,0.611111044883728
224,0.6428571343421936
225,0.7083333134651184
226,0.5833333730697632
227,0.4000000059604645
228,0.6517857313156128
229,0.5
230,0.6666666269302368
231,0.25
232,0.6363636255264282
233,0.7916666269302368
234,0.3571428656578064
235,0.6428571343421936
236,0.5
237,0.5795454978942871
238,0.6666666269302368
239,0.644444465637207
240,0.5
241,0.8125
242,0.5
243,0.6666666269302368
244,0.46666663885116577
245,0.4285714328289032
246,0.6428571939468384
247,0.41111111640930176
248,0.4375
249,0.9285714626312256
250,0.6666666269302368
251,0.4749999940395355
252,0.4444444477558136
253,0.5694444179534912
254,0.4545454680919647
255,0.7142857313156128
256,0.4270833134651184
257,0.5
258,0.5555555820465088
259,0.5909091234207153
260,0.5454545617103577
261,0.71875
262,0.6309524178504944
263,0.7200000286102295
264,0.5
265,0.550000011920929
266,0.6875
267,0.6734693646430969
268,0.30000001192092896
269,0.42500001192092896
270,0.7244898080825806
271,0.6020408272743225
272,0.2613636255264282
273,0.6428571343421936
274,0.5803571343421936
275,0.7708333730697632
276,0.555555522441864
277,0.5142857432365417
278,0.40909087657928467
279,0.6458333730697632
280,0.3958333134651184
281,0.32499998807907104
282,0.3055555820465088
283,0.3999999761581421
284,0.3499999940395355
285,0.22727273404598236
286,0.5972222089767456
287,0.4285714030265808
288,0.6666666865348816
289,0.6333333253860474
290,0.7142857313156128
291,0.3958333134651184
292,0.375
293,0.30000001192092896
294,0.4285714328289032
295,0.5555555820465088
296,0.5833333134651184
297,0.2750000059604645
298,0.4333333373069763
299,0.4166666865348816
300,0.4333333373069763
301,0.5249999761581421
302,0.26923078298568726
303,0.6000000238418579
304,0.5625
305,0.514285683631897
306,0.4000000059604645
307,0.4791666865348816
308,0.7575757503509521
309,0.5714285969734192
310,0.7272727489471436
311,0.6481481194496155
312,0.4833332896232605
313,0.0
314,0.9545454382896423
315,0.5249999761581421
316,0.0
317,0.515625
318,0.1785714328289032
319,0.2888888716697693
320,0.19999998807907104
321,0.4027777910232544
322,0.6666666269302368
323,0.550000011920929
324,0.42307692766189575
325,0.7307692170143127
326,0.0
327,0.3181818127632141
328,0.39772725105285645
329,0.38461539149284363
330,0.4285714328289032
331,0.0
332,0.4204545319080353
333,0.27272725105285645
334,0.5681818127632141
335,0.3214285671710968
336,0.5833333134651184
337,0.6333333849906921
338,0.0
339,0.3571428656578064
340,0.375
341,0.8333333134651184
342,0.25
343,0.0
344,0.6730769872665405
345,0.40909087657928467
346,0.5666666626930237
347,0.25
348,0.6111111044883728
349,0.7777777910232544
350,0.5249999761581421
351,0.5961538553237915
352,0.4318181574344635
353,0.42307692766189575
354,0.4583333134651184
355,0.5
356,0.6785714030265808
357,0.5555555820465088
358,0.3611111044883728
359,0.5099999904632568
360,0.5416666865348816
361,0.5384615659713745
362,0.0
363,0.0
364,0.4000000059604645
365,0.7884615659713745
366,0.5454545617103577
367,0.5
368,0.4583333730697632
369,0.4000000059604645
370,0.3500000238418579
371,0.6111111044883728
372,0.5909090638160706
373,0.5
374,0.65625
375,0.5499999523162842
376,0.884615421295166
377,0.6818181872367859
378,0.4642857313156128
379,0.875
380,0.5375000238418579
381,0.4583333432674408
382,0.4166666567325592
383,0.375
384,0.4000000059604645
385,0.45454543828964233
386,0.3125
387,0.7045453786849976
388,0.9090908765792847
389,0.4375
390,0.4444444477558136
391,0.5138888955116272
392,0.5
393,0.5375000238418579
394,0.44999998807907104
395,0.5714285969734192
396,0.3499999940395355
397,0.4625000059604645
398,0.375
399,0.5454545617103577
400,0.5104166865348816
401,0.4375
402,0.3333333134651184
403,0.44999998807907104
404,0.5454545021057129
405,0.5909091234207153
406,0.5
407,0.375
408,0.5
409,0.5
410,0.45454543828964233
411,0.5
412,0.5
413,0.5714285969734192
414,0.44999998807907104
415,0.5
416,0.5
417,0.5
418,0.5
419,0.5
420,0.4444444477558136
421,0.5
422,0.5454545617103577
423,0.3888888657093048
424,0.6000000238418579
425,0.5
426,0.5
427,0.5416666269302368
428,0.5416666269302368
429,0.5
430,0.0
431,0.5555555820465088
432,0.5
433,0.5
434,0.5454545021057129
435,0.5454545617103577
436,0.5714285373687744
437,0.6363636255264282
438,0.5454545617103577
439,0.6499999761581421
440,0.6875
441,0.3181818127632141
442,0.4166666567325592
443,0.5
444,0.5
445,0.6000000238418579
446,0.6000000238418579
447,0.4166666567325592
448,0.375
449,0.5
450,0.4285714328289032
451,0.4375
452,0.4166666567325592
453,0.5
454,0.2142857015132904
455,0.4444444477558136
456,0.3333333134651184
457,0.5
458,0.5
459,0.4285714328289032
460,0.6499999761581421
461,0.5714285969734192
462,0.42500001192092896
463,0.6964285969734192
464,0.8999999761581421
465,0.4714285731315613
466,0.625
467,0.2666666507720947
468,0.5
469,0.4375
470,0.375
471,0.5625
472,0.4305555820465088
473,0.5
474,0.6428571343421936
475,0.7857142686843872
476,0.75
477,0.6000000238418579
478,0.625
479,1.0
480,0.0
481,0.6111111044883728
482,0.6666666269302368
483,0.8125
484,0.5714285373687744
485,0.5
486,0.4285714328289032
487,0.6875
488,0.625
489,0.5625
490,0.5
491,0.6000000238418579
492,0.8333333134651184
493,0.75
494,0.6666666269302368
495,0.5833333730697632
496,1.0
497,0.5
498,0.6000000238418579
499,0.6428571343421936
500,0.625
501,0.75
502,0.5
503,0.6000000238418579
504,0.6666666269302368
505,0.6000000238418579
506,0.6041666269302368
507,0.75
508,0.6666666269302368
509,0.6666666269302368
510,0.5
511,0.9375
512,0.75
513,0.6666666269302368
514,0.5
515,0.800000011920929
516,0.6666666269302368
517,0.8333333730697632
518,0.4861111044883728
519,0.2916666865348816
520,0.34090906381607056
521,0.6785714626312256
522,0.6785714626312256
523,0.5714285373687744
524,0.32692307233810425
525,0.375
526,0.550000011920929
527,0.0
528,0.6250000596046448
529,0.5
530,0.34090909361839294
531,0.2954545319080353
532,0.5416666269302368
533,0.44230765104293823
534,0.5769230723381042
535,0.444444477558136
536,0.44230765104293823
537,0.4599999785423279
538,0.557692289352417
539,0.5
540,0.4615384638309479
541,0.5714285969734192
542,0.4642857015132904
543,0.5
544,0.5
545,0.699999988079071
546,0.7916667461395264
547,0.4166666567325592
548,0.4886363744735718
549,0.8499999642372131
550,0.5340908765792847
551,0.4886363744735718
552,0.6499999761581421
553,0.6000000238418579
554,0.4285714328289032
555,0.694444477558136
556,0.42307692766189575
557,0.45454543828964233
558,0.9615384936332703
559,0.6111111640930176
560,0.5795454382896423
561,0.550000011920929
562,0.6346153616905212
563,0.5833333134651184
564,0.6250000596046448
565,0.4615384638309479
566,0.3333333134651184
567,0.3958333134651184
568,0.6000000238418579
569,0.9230769872665405
570,0.6111111640930176
571,0.6339285373687744
572,0.5769230723381042
573,0.375
574,0.49000000953674316
575,0.45454543828964233
576,0.4375
577,1.0
578,0.3636363744735718
579,0.7272726893424988
580,0.47727274894714355
581,0.3333333134651184
582,0.0
583,0.6000000238418579
584,0.4204545319080353
585,0.40909090638160706
586,0.5416666865348816
587,0.5370370745658875
588,0.6203703880310059
589,0.0
590,0.6363636255264282
591,0.0
592,0.5666666626930237
593,0.5340908765792847
594,0.6923077702522278
595,0.7500000596046448
596,0.5833333730697632
597,0.884615421295166
598,0.5
599,0.6666666865348816
600,0.42307692766189575
601,0.4583333432674408
602,0.7159090638160706
603,0.574999988079071
604,0.7291666865348816
605,0.550000011920929
606,0.7124999761581421
607,0.638888955116272
608,0.75
609,0.375
610,0.9807692170143127
611,0.5681818127632141
612,0.5
613,0.3461538553237915
614,0.307692289352417
615,0.0
616,0.4285714328289032
617,0.3214285671710968
618,0.3461538553237915
619,0.44999998807907104
620,0.375
621,0.4615384638309479
622,0.5
623,0.6538461446762085
624,0.4861111044883728
625,0.44999998807907104
626,0.375
627,0.75
628,0.42307692766189575
629,0.5
630,0.38461539149284363
631,0.3571428656578064
632,0.45454543828964233
633,0.5
634,0.40909090638160706
635,0.3499999940395355
636,0.3571428656578064
637,0.4285714328289032
638,0.0
639,0.45454543828964233
640,0.4444444477558136
641,0.5
642,0.44999998807907104
643,0.3333333134651184
644,0.6875
645,0.6666666269302368
646,0.7777777314186096
647,0.800000011920929
648,0.699999988079071
649,0.5357142686843872
650,0.6111111044883728
651,0.42499998211860657
652,0.3636363446712494
653,0.5714285373687744
654,0.5416666269302368
655,0.625
656,0.5
657,0.6111111044883728
658,0.6607142686843872
659,0.4375
660,0.6428571343421936
661,0.5
662,0.5
663,0.5833333134651184
664,0.22500000894069672
